mode,concurrency,round,sample_index,Timestamp,Pageouts_per_sec,Swapouts_per_sec,Total_ops_per_sec
optimized_path,2,4,10,,0.0,0.0,0.0
optimized_path,2,4,11,,0.0,0.0,0.0
optimized_path,2,4,12,,0.0,0.0,0.0
optimized_path,2,4,13,,0.0,0.0,0.0
optimized_path,2,4,14,,0.0,0.0,0.0
optimized_path,2,4,15,,51.0,0.0,51.0
optimized_path,2,4,16,,0.0,0.0,0.0
optimized_path,2,4,17,,0.0,0.0,0.0
optimized_path,2,4,18,,0.0,0.0,0.0
optimized_path,2,4,19,,0.0,0.0,0.0
optimized_path,2,4,20,,0.0,0.0,0.0
optimized_path,2,4,21,,0.0,0.0,0.0
optimized_path,2,4,22,,0.0,0.0,0.0
optimized_path,2,4,23,,1.0,0.0,1.0
optimized_path,2,4,24,,0.0,0.0,0.0
optimized_path,2,4,25,,0.0,0.0,0.0
optimized_path,2,4,26,,3.0,0.0,3.0
optimized_path,2,4,27,,0.0,0.0,0.0
optimized_path,2,4,28,,2.0,0.0,2.0
optimized_path,2,4,29,,0.0,0.0,0.0
optimized_path,2,4,30,,1.0,0.0,1.0
optimized_path,2,4,31,,12.0,0.0,12.0
optimized_path,2,4,32,,0.0,0.0,0.0
optimized_path,2,4,33,,0.0,0.0,0.0
optimized_path,2,4,34,,0.0,0.0,0.0
optimized_path,2,5,1,,0.0,0.0,0.0
optimized_path,2,5,2,,0.0,0.0,0.0
optimized_path,2,5,3,,0.0,0.0,0.0
optimized_path,2,5,4,,0.0,0.0,0.0
optimized_path,2,5,5,,0.0,0.0,0.0
optimized_path,2,5,6,,0.0,0.0,0.0
optimized_path,2,5,7,,0.0,0.0,0.0
optimized_path,2,5,8,,0.0,0.0,0.0
optimized_path,2,5,9,,0.0,0.0,0.0
optimized_path,2,5,10,,0.0,0.0,0.0
optimized_path,2,5,11,,0.0,0.0,0.0
optimized_path,2,5,12,,0.0,0.0,0.0
optimized_path,2,5,13,,0.0,0.0,0.0
optimized_path,2,5,14,,0.0,0.0,0.0
optimized_path,2,5,15,,0.0,0.0,0.0
optimized_path,2,5,16,,0.0,0.0,0.0
optimized_path,2,5,17,,0.0,0.0,0.0
optimized_path,2,5,18,,0.0,0.0,0.0
optimized_path,2,5,19,,0.0,0.0,0.0
optimized_path,2,5,20,,13.0,0.0,13.0
optimized_path,2,5,21,,0.0,0.0,0.0
optimized_path,2,5,22,,0.0,0.0,0.0
optimized_path,2,5,23,,0.0,0.0,0.0
optimized_path,2,5,24,,0.0,0.0,0.0
optimized_path,2,5,25,,0.0,0.0,0.0
optimized_path,2,5,26,,0.0,0.0,0.0
optimized_path,2,5,27,,0.0,0.0,0.0
optimized_path,2,5,28,,0.0,0.0,0.0
optimized_path,2,5,29,,0.0,0.0,0.0
optimized_path,2,5,30,,0.0,0.0,0.0
optimized_path,2,5,31,,0.0,0.0,0.0
optimized_path,2,5,32,,2.0,0.0,2.0
optimized_path,2,5,33,,0.0,0.0,0.0
optimized_path,2,5,34,,31.0,0.0,31.0
optimized_path,2,5,35,,0.0,0.0,0.0
optimized_path,2,5,36,,0.0,0.0,0.0
optimized_path,2,5,37,,2.0,0.0,2.0
optimized_path,2,5,38,,3.0,0.0,3.0
optimized_path,2,5,39,,0.0,0.0,0.0
optimized_path,4,1,1,,0.0,0.0,0.0
optimized_path,4,1,2,,0.0,0.0,0.0
optimized_path,4,1,3,,0.0,0.0,0.0
optimized_path,4,1,4,,0.0,0.0,0.0
optimized_path,4,1,5,,0.0,0.0,0.0
optimized_path,4,1,6,,0.0,0.0,0.0
optimized_path,4,1,7,,0.0,0.0,0.0
optimized_path,4,1,8,,0.0,0.0,0.0
optimized_path,4,1,9,,0.0,0.0,0.0
optimized_path,4,1,10,,15.0,0.0,15.0
optimized_path,4,1,11,,0.0,0.0,0.0
optimized_path,4,1,12,,0.0,0.0,0.0
optimized_path,4,1,13,,0.0,0.0,0.0
optimized_path,4,1,14,,0.0,0.0,0.0
optimized_path,4,1,15,,4.0,0.0,4.0
optimized_path,4,1,16,,1.0,0.0,1.0
optimized_path,4,1,17,,0.0,0.0,0.0
optimized_path,4,1,18,,10.0,0.0,10.0
optimized_path,4,1,19,,0.0,0.0,0.0
optimized_path,4,1,20,,0.0,0.0,0.0
optimized_path,4,1,21,,18.0,0.0,18.0
optimized_path,4,1,22,,0.0,0.0,0.0
optimized_path,4,1,23,,0.0,0.0,0.0
optimized_path,4,1,24,,1.0,0.0,1.0
optimized_path,4,1,25,,4.0,0.0,4.0
optimized_path,4,1,26,,0.0,0.0,0.0
optimized_path,4,1,27,,6.0,0.0,6.0
optimized_path,4,1,28,,1.0,0.0,1.0
optimized_path,4,1,29,,1.0,0.0,1.0
optimized_path,4,1,30,,0.0,0.0,0.0
optimized_path,4,1,31,,9.0,0.0,9.0
optimized_path,4,1,32,,2.0,0.0,2.0
optimized_path,4,1,33,,1.0,0.0,1.0
optimized_path,4,1,34,,0.0,0.0,0.0
optimized_path,4,1,35,,1.0,0.0,1.0
optimized_path,4,1,36,,0.0,0.0,0.0
optimized_path,4,1,37,,2.0,0.0,2.0
optimized_path,4,2,1,,0.0,0.0,0.0
optimized_path,4,2,2,,0.0,0.0,0.0
optimized_path,4,2,3,,0.0,0.0,0.0
optimized_path,4,2,4,,0.0,0.0,0.0
optimized_path,4,2,5,,0.0,0.0,0.0
optimized_path,4,2,6,,0.0,0.0,0.0
optimized_path,4,2,7,,0.0,0.0,0.0
optimized_path,4,2,8,,0.0,0.0,0.0
optimized_path,4,2,9,,0.0,0.0,0.0
optimized_path,4,2,10,,27.0,0.0,27.0
optimized_path,4,2,11,,0.0,0.0,0.0
optimized_path,4,2,12,,0.0,0.0,0.0
optimized_path,4,2,13,,0.0,0.0,0.0
optimized_path,4,2,14,,0.0,0.0,0.0
optimized_path,4,2,15,,26.0,0.0,26.0
optimized_path,4,2,16,,2.0,0.0,2.0
optimized_path,4,2,17,,22.0,0.0,22.0
optimized_path,4,2,18,,2.0,0.0,2.0
optimized_path,4,2,19,,0.0,0.0,0.0
optimized_path,4,2,20,,6.0,0.0,6.0
optimized_path,4,2,21,,0.0,0.0,0.0
optimized_path,4,2,22,,38.0,0.0,38.0
optimized_path,4,2,23,,1.0,0.0,1.0
optimized_path,4,2,24,,0.0,0.0,0.0
optimized_path,4,2,25,,0.0,0.0,0.0
optimized_path,4,2,26,,0.0,0.0,0.0
optimized_path,4,2,27,,1.0,0.0,1.0
optimized_path,4,2,28,,0.0,0.0,0.0
optimized_path,4,2,29,,0.0,0.0,0.0
optimized_path,4,2,30,,20.0,0.0,20.0
optimized_path,4,2,31,,64.0,0.0,64.0
optimized_path,4,2,32,,10.0,0.0,10.0
optimized_path,4,2,33,,9.0,0.0,9.0
optimized_path,4,2,34,,37.0,0.0,37.0
optimized_path,4,2,35,,0.0,0.0,0.0
optimized_path,4,2,36,,0.0,0.0,0.0
optimized_path,4,2,37,,12.0,0.0,12.0
optimized_path,4,2,38,,0.0,0.0,0.0
optimized_path,4,2,39,,9.0,0.0,9.0
optimized_path,4,3,1,,0.0,0.0,0.0
optimized_path,4,3,2,,0.0,0.0,0.0
optimized_path,4,3,3,,0.0,0.0,0.0
optimized_path,4,3,4,,0.0,0.0,0.0
optimized_path,4,3,5,,0.0,0.0,0.0
optimized_path,4,3,6,,0.0,0.0,0.0
optimized_path,4,3,7,,0.0,0.0,0.0
optimized_path,4,3,8,,0.0,0.0,0.0
optimized_path,4,3,9,,0.0,0.0,0.0
optimized_path,4,3,10,,0.0,0.0,0.0
optimized_path,4,3,11,,108.0,0.0,108.0
optimized_path,4,3,12,,0.0,0.0,0.0
optimized_path,4,3,13,,0.0,0.0,0.0
optimized_path,4,3,14,,0.0,0.0,0.0
optimized_path,4,3,15,,0.0,0.0,0.0
optimized_path,4,3,16,,1.0,0.0,1.0
optimized_path,4,3,17,,1.0,0.0,1.0
optimized_path,4,3,18,,6.0,0.0,6.0
optimized_path,4,3,19,,2.0,0.0,2.0
optimized_path,4,3,20,,25.0,0.0,25.0
optimized_path,4,3,21,,5.0,0.0,5.0
optimized_path,4,3,22,,1.0,0.0,1.0
optimized_path,4,3,23,,1.0,0.0,1.0
optimized_path,4,3,24,,1.0,0.0,1.0
optimized_path,4,3,25,,11.0,0.0,11.0
optimized_path,4,3,26,,3.0,0.0,3.0
optimized_path,4,3,27,,2.0,0.0,2.0
optimized_path,4,3,28,,0.0,0.0,0.0
optimized_path,4,3,29,,0.0,0.0,0.0
optimized_path,4,3,30,,1.0,0.0,1.0
optimized_path,4,3,31,,18.0,0.0,18.0
optimized_path,4,3,32,,0.0,0.0,0.0
optimized_path,4,3,33,,8.0,0.0,8.0
optimized_path,4,3,34,,3.0,0.0,3.0
optimized_path,4,3,35,,10.0,0.0,10.0
optimized_path,4,3,36,,1.0,0.0,1.0
optimized_path,4,3,37,,13.0,0.0,13.0
optimized_path,4,3,38,,0.0,0.0,0.0
optimized_path,4,3,39,,4.0,0.0,4.0
optimized_path,4,3,40,,0.0,0.0,0.0
optimized_path,4,3,41,,0.0,0.0,0.0
optimized_path,4,3,42,,0.0,0.0,0.0
optimized_path,4,3,43,,0.0,0.0,0.0
optimized_path,4,3,44,,0.0,0.0,0.0
optimized_path,4,3,45,,0.0,0.0,0.0
optimized_path,4,3,46,,1.0,0.0,1.0
optimized_path,4,3,47,,2.0,0.0,2.0
optimized_path,4,3,48,,1.0,0.0,1.0
optimized_path,4,3,49,,0.0,0.0,0.0
optimized_path,4,3,50,,0.0,0.0,0.0
optimized_path,4,3,51,,0.0,0.0,0.0
optimized_path,4,3,52,,2.0,0.0,2.0
optimized_path,4,3,53,,0.0,0.0,0.0
optimized_path,4,3,54,,9.0,0.0,9.0
optimized_path,4,3,55,,0.0,0.0,0.0
optimized_path,4,3,56,,0.0,0.0,0.0
optimized_path,4,3,57,,0.0,0.0,0.0
optimized_path,4,3,58,,4.0,0.0,4.0
optimized_path,4,3,59,,0.0,0.0,0.0
optimized_path,4,3,60,,0.0,0.0,0.0
optimized_path,4,3,61,,0.0,0.0,0.0
optimized_path,4,3,62,,5.0,0.0,5.0
optimized_path,4,3,63,,1.0,0.0,1.0
optimized_path,4,3,64,,0.0,0.0,0.0
optimized_path,4,3,65,,0.0,0.0,0.0
optimized_path,4,3,66,,0.0,0.0,0.0
optimized_path,4,3,67,,38.0,0.0,38.0
optimized_path,4,3,68,,0.0,0.0,0.0
optimized_path,4,3,69,,12.0,0.0,12.0
optimized_path,4,3,70,,1.0,0.0,1.0
optimized_path,4,3,71,,0.0,0.0,0.0
optimized_path,4,3,72,,1.0,0.0,1.0
optimized_path,4,3,73,,1.0,0.0,1.0
optimized_path,4,3,74,,8.0,0.0,8.0
optimized_path,4,3,75,,1.0,0.0,1.0
optimized_path,4,3,76,,0.0,0.0,0.0
optimized_path,4,3,77,,1.0,0.0,1.0
optimized_path,4,3,78,,1.0,0.0,1.0
optimized_path,4,3,79,,0.0,0.0,0.0
optimized_path,4,3,80,,0.0,0.0,0.0
optimized_path,4,3,81,,1.0,0.0,1.0
optimized_path,4,3,82,,3.0,0.0,3.0
optimized_path,4,3,83,,1.0,0.0,1.0
optimized_path,4,3,84,,0.0,0.0,0.0
optimized_path,4,3,85,,2.0,0.0,2.0
optimized_path,4,3,86,,2.0,0.0,2.0
optimized_path,4,3,87,,0.0,0.0,0.0
optimized_path,4,3,88,,4.0,0.0,4.0
optimized_path,4,3,89,,0.0,0.0,0.0
optimized_path,4,3,90,,0.0,0.0,0.0
optimized_path,4,3,91,,2.0,0.0,2.0
optimized_path,4,3,92,,0.0,0.0,0.0
optimized_path,4,3,93,,0.0,0.0,0.0
optimized_path,4,3,94,,1.0,0.0,1.0
optimized_path,4,3,95,,0.0,0.0,0.0
optimized_path,4,3,96,,0.0,0.0,0.0
optimized_path,4,3,97,,1.0,0.0,1.0
optimized_path,4,3,98,,0.0,0.0,0.0
optimized_path,4,3,99,,0.0,0.0,0.0
optimized_path,4,3,100,,1.0,0.0,1.0
optimized_path,4,3,101,,0.0,0.0,0.0
optimized_path,4,3,102,,0.0,0.0,0.0
optimized_path,4,3,103,,0.0,0.0,0.0
optimized_path,4,4,1,,0.0,0.0,0.0
optimized_path,4,4,2,,0.0,0.0,0.0
optimized_path,4,4,3,,0.0,0.0,0.0
optimized_path,4,4,4,,0.0,0.0,0.0
optimized_path,4,4,5,,0.0,0.0,0.0
optimized_path,4,4,6,,0.0,0.0,0.0
optimized_path,4,4,7,,0.0,0.0,0.0
optimized_path,4,4,8,,0.0,0.0,0.0
optimized_path,4,4,9,,0.0,0.0,0.0
optimized_path,4,4,10,,0.0,0.0,0.0
optimized_path,4,4,11,,16.0,0.0,16.0
optimized_path,4,4,12,,0.0,0.0,0.0
optimized_path,4,4,13,,8.0,0.0,8.0
optimized_path,4,4,14,,0.0,0.0,0.0
optimized_path,4,4,15,,0.0,0.0,0.0
optimized_path,4,4,16,,3.0,0.0,3.0
optimized_path,4,4,17,,0.0,0.0,0.0
optimized_path,4,4,18,,0.0,0.0,0.0
optimized_path,4,4,19,,2.0,0.0,2.0
optimized_path,4,4,20,,16.0,0.0,16.0
optimized_path,4,4,21,,0.0,0.0,0.0
optimized_path,4,4,22,,0.0,0.0,0.0
optimized_path,4,4,23,,8.0,0.0,8.0
optimized_path,4,4,24,,1.0,0.0,1.0
optimized_path,4,4,25,,0.0,0.0,0.0
optimized_path,4,4,26,,7.0,0.0,7.0
optimized_path,4,4,27,,0.0,0.0,0.0
optimized_path,4,4,28,,0.0,0.0,0.0
optimized_path,4,4,29,,1.0,0.0,1.0
optimized_path,4,4,30,,0.0,0.0,0.0
optimized_path,4,4,31,,0.0,0.0,0.0
optimized_path,4,4,32,,24.0,0.0,24.0
optimized_path,4,4,33,,0.0,0.0,0.0
optimized_path,4,4,34,,0.0,0.0,0.0
optimized_path,4,4,35,,0.0,0.0,0.0
optimized_path,4,4,36,,0.0,0.0,0.0
optimized_path,4,4,37,,0.0,0.0,0.0
optimized_path,4,4,38,,0.0,0.0,0.0
optimized_path,4,4,39,,0.0,0.0,0.0
optimized_path,4,4,40,,0.0,0.0,0.0
optimized_path,4,4,41,,0.0,0.0,0.0
optimized_path,4,4,42,,0.0,0.0,0.0
optimized_path,4,4,43,,0.0,0.0,0.0
optimized_path,4,4,44,,0.0,0.0,0.0
optimized_path,4,4,45,,0.0,0.0,0.0
optimized_path,4,4,46,,1.0,0.0,1.0
optimized_path,4,4,47,,0.0,0.0,0.0
optimized_path,4,4,48,,1.0,0.0,1.0
optimized_path,4,4,49,,1.0,0.0,1.0
optimized_path,4,4,50,,0.0,0.0,0.0
optimized_path,4,4,51,,35.0,0.0,35.0
optimized_path,4,4,52,,0.0,0.0,0.0
optimized_path,4,4,53,,0.0,0.0,0.0
optimized_path,4,4,54,,0.0,0.0,0.0
optimized_path,4,4,55,,0.0,0.0,0.0
optimized_path,4,4,56,,0.0,0.0,0.0
optimized_path,4,4,57,,0.0,0.0,0.0
optimized_path,4,4,58,,1.0,0.0,1.0
optimized_path,4,4,59,,9.0,0.0,9.0
optimized_path,4,4,60,,26.0,0.0,26.0
optimized_path,4,4,61,,0.0,0.0,0.0
optimized_path,4,4,62,,1.0,0.0,1.0
optimized_path,4,4,63,,2.0,0.0,2.0
optimized_path,4,4,64,,3.0,0.0,3.0
optimized_path,4,4,65,,11.0,0.0,11.0
optimized_path,4,4,66,,0.0,0.0,0.0
optimized_path,4,4,67,,3.0,0.0,3.0
optimized_path,4,4,68,,1.0,0.0,1.0
optimized_path,4,4,69,,2.0,0.0,2.0
optimized_path,4,4,70,,2.0,0.0,2.0
optimized_path,4,4,71,,0.0,0.0,0.0
optimized_path,4,4,72,,0.0,0.0,0.0
optimized_path,4,4,73,,1.0,0.0,1.0
optimized_path,4,4,74,,0.0,0.0,0.0
optimized_path,4,4,75,,0.0,0.0,0.0
optimized_path,4,4,76,,0.0,0.0,0.0
optimized_path,4,4,77,,3.0,0.0,3.0
optimized_path,4,4,78,,0.0,0.0,0.0
optimized_path,4,4,79,,9.0,0.0,9.0
optimized_path,4,4,80,,2.0,0.0,2.0
optimized_path,4,4,81,,0.0,0.0,0.0
optimized_path,4,5,1,,0.0,0.0,0.0
optimized_path,4,5,2,,0.0,0.0,0.0
optimized_path,4,5,3,,0.0,0.0,0.0
optimized_path,4,5,4,,0.0,0.0,0.0
optimized_path,4,5,5,,0.0,0.0,0.0
optimized_path,4,5,6,,0.0,0.0,0.0
optimized_path,4,5,7,,0.0,0.0,0.0
optimized_path,4,5,8,,0.0,0.0,0.0
optimized_path,4,5,9,,0.0,0.0,0.0
optimized_path,4,5,10,,38.0,0.0,38.0
optimized_path,4,5,11,,0.0,0.0,0.0
optimized_path,4,5,12,,0.0,0.0,0.0
optimized_path,4,5,13,,0.0,0.0,0.0
optimized_path,4,5,14,,0.0,0.0,0.0
optimized_path,4,5,15,,13.0,0.0,13.0
optimized_path,4,5,16,,1.0,0.0,1.0
optimized_path,4,5,17,,9.0,0.0,9.0
optimized_path,4,5,18,,0.0,0.0,0.0
optimized_path,4,5,19,,20.0,248.0,268.0
optimized_path,4,5,20,,7.0,14952.0,14959.0
optimized_path,4,5,21,,0.0,0.0,0.0
optimized_path,4,5,22,,0.0,0.0,0.0
optimized_path,4,5,23,,0.0,0.0,0.0
optimized_path,4,5,24,,0.0,0.0,0.0
optimized_path,4,5,25,,0.0,0.0,0.0
optimized_path,4,5,26,,16.0,0.0,16.0
optimized_path,4,5,27,,9.0,0.0,9.0
optimized_path,4,5,28,,0.0,0.0,0.0
optimized_path,4,5,29,,0.0,0.0,0.0
optimized_path,4,5,30,,0.0,0.0,0.0
optimized_path,4,5,31,,0.0,0.0,0.0
optimized_path,4,5,32,,4.0,0.0,4.0
optimized_path,4,5,33,,0.0,0.0,0.0
optimized_path,4,5,34,,0.0,0.0,0.0
optimized_path,4,5,35,,1.0,0.0,1.0
optimized_path,4,5,36,,0.0,0.0,0.0
optimized_path,4,5,37,,2.0,0.0,2.0
optimized_path,4,5,38,,0.0,0.0,0.0
optimized_path,4,5,39,,3.0,0.0,3.0
optimized_path,4,5,40,,0.0,0.0,0.0
optimized_path,4,5,41,,1.0,0.0,1.0
optimized_path,4,5,42,,3.0,0.0,3.0
optimized_path,4,5,43,,3.0,0.0,3.0
optimized_path,4,5,44,,0.0,0.0,0.0
optimized_path,4,5,45,,4.0,0.0,4.0
optimized_path,4,5,46,,0.0,0.0,0.0
optimized_path,4,5,47,,2.0,0.0,2.0
optimized_path,4,5,48,,0.0,0.0,0.0
optimized_path,4,5,49,,0.0,0.0,0.0
optimized_path,4,5,50,,9.0,0.0,9.0
optimized_path,4,5,51,,0.0,0.0,0.0
optimized_path,4,5,52,,1.0,0.0,1.0
optimized_path,4,5,53,,9.0,0.0,9.0
optimized_path,4,5,54,,1.0,0.0,1.0
optimized_path,4,5,55,,2.0,0.0,2.0
optimized_path,4,5,56,,1.0,0.0,1.0
optimized_path,4,5,57,,1.0,0.0,1.0
optimized_path,4,5,58,,1.0,0.0,1.0
optimized_path,4,5,59,,2.0,0.0,2.0
optimized_path,4,5,60,,0.0,0.0,0.0
optimized_path,4,5,61,,10.0,0.0,10.0
optimized_path,4,5,62,,12.0,0.0,12.0
optimized_path,4,5,63,,0.0,0.0,0.0
optimized_path,4,5,64,,0.0,0.0,0.0
optimized_path,4,5,65,,1.0,0.0,1.0
optimized_path,4,5,66,,0.0,0.0,0.0
optimized_path,4,5,67,,0.0,0.0,0.0
optimized_path,4,5,68,,3.0,0.0,3.0
optimized_path,4,5,69,,9.0,0.0,9.0
optimized_path,4,5,70,,0.0,0.0,0.0
optimized_path,4,5,71,,2.0,0.0,2.0
optimized_path,4,5,72,,0.0,0.0,0.0
optimized_path,4,5,73,,1.0,0.0,1.0
optimized_path,4,5,74,,7.0,0.0,7.0
optimized_path,4,5,75,,6.0,0.0,6.0
optimized_path,4,5,76,,0.0,0.0,0.0
optimized_path,4,5,77,,2.0,0.0,2.0
optimized_path,4,5,78,,0.0,0.0,0.0
optimized_path,4,5,79,,11.0,0.0,11.0
optimized_path,4,5,80,,2.0,0.0,2.0
optimized_path,4,5,81,,0.0,0.0,0.0
optimized_path,4,5,82,,2.0,0.0,2.0
optimized_path,4,5,83,,0.0,0.0,0.0
optimized_path,4,5,84,,0.0,0.0,0.0
optimized_path,4,5,85,,0.0,0.0,0.0
optimized_path,4,5,86,,0.0,0.0,0.0
optimized_path,4,5,87,,1.0,0.0,1.0
optimized_path,4,5,88,,2.0,0.0,2.0
optimized_path,4,5,89,,0.0,0.0,0.0
optimized_path,4,5,90,,5.0,0.0,5.0
optimized_path,4,5,91,,9.0,0.0,9.0
optimized_path,4,5,92,,2.0,0.0,2.0
optimized_path,4,5,93,,0.0,0.0,0.0
optimized_path,4,5,94,,3.0,0.0,3.0
optimized_path,4,5,95,,0.0,0.0,0.0
optimized_path,4,5,96,,2.0,0.0,2.0
optimized_path,4,5,97,,3.0,0.0,3.0
optimized_path,4,5,98,,0.0,0.0,0.0
optimized_path,4,5,99,,0.0,0.0,0.0
optimized_path,4,5,100,,11.0,0.0,11.0
optimized_path,4,5,101,,0.0,0.0,0.0
optimized_path,4,5,102,,0.0,0.0,0.0
